sid,protocol,options,contents
2026604,http,3,2
2026605,http,7,4
2026606,http,7,4
2025113,http,8,3
2027081,http,9,4
2022578,http,17,7
2027315,http,4,2
2027333,http,8,4
2014729,http,3,2
2017122,http,2,1
2017123,http,3,2
2017845,http,2,1
2017846,http,2,1
2019597,http,2,1
2019598,http,2,1
2019599,http,2,1
2020588,http,5,2
2020589,http,3,2
2020710,http,2,1
2020711,http,2,1
2021177,http,8,3
2021181,http,5,2
2021182,http,8,3
2021183,http,8,3
2021206,http,6,2
2021207,http,9,3
2021255,http,5,3
2021256,http,9,3
2021258,http,9,3
2021285,http,6,2
2021286,http,5,4
2021288,http,14,5
2021294,http,8,3
2021295,http,21,8
2021357,http,7,3
2021358,http,8,3
2021359,http,16,5
2021365,http,12,4
2021366,http,9,4
2021367,http,18,7
2021368,http,12,5
2021447,http,10,5
2021449,http,11,4
2021500,http,11,4
2021811,http,4,3
2021963,http,7,3
2021964,http,6,2
2021965,http,18,6
2021966,http,4,2
2021967,http,6,3
2021968,http,6,3
2021974,http,5,2
2021975,http,11,4
2022010,http,12,5
2022011,http,9,3
2022012,http,11,4
2022013,http,11,4
2022030,http,9,3
2022031,http,14,8
2022032,http,22,9
2022033,http,9,3
2022079,http,11,4
2022092,http,17,5
2022103,http,7,3
2022125,http,6,5
2022319,http,17,6
2022320,http,14,5
2022364,http,15,7
2022365,http,9,5
2022366,http,21,9
2022409,http,10,6
2022410,http,10,9
2022525,http,17,7
2022526,http,14,6
2022527,http,11,5
2022528,http,13,6
2022530,http,7,4
2022602,http,9,5
2022603,http,8,6
2022605,http,6,3
2022606,http,14,5
2022607,http,14,5
2022608,http,13,6
2022619,http,13,6
2022649,http,14,6
2022651,http,11,4
2022695,http,8,3
2022697,http,19,8
2022802,http,9,6
2022853,http,12,6
2022854,http,14,6
2022855,http,11,5
2022856,http,13,6
2022857,http,16,7
2022926,http,7,4
2022927,http,6,3
2022928,http,7,4
2023869,http,10,5
2024124,tls,13,4
2024125,tls,14,4
2024126,tls,14,4
2024127,tls,13,4
2024128,tls,13,4
2024129,tls,14,4
2024130,tls,14,4
2024131,tls,14,4
2024132,tls,14,4
2024305,http,9,3
2024365,http,13,6
2024444,http,7,4
2024445,http,7,4
2024446,http,6,4
2024447,http,7,4
2024448,http,7,4
2024643,http,2,1
2024644,http,2,1
2024645,http,2,1
2024646,http,2,1
2024647,http,2,1
2024648,http,2,1
2024649,http,2,1
2024688,http,12,4
2024841,http,5,2
2024844,http,10,4
2024845,http,11,4
2025197,http,5,2
2025345,http,5,2
2025715,http,12,5
2025831,http,3,2
2025908,http,8,3
2025909,http,11,4
2025910,http,11,4
2026111,http,8,3
2027197,http,11,4
2027198,http,12,5
2022691,dns,2,2
2022575,dns,1,1
2022576,dns,1,1
2022591,dns,1,1
2022592,dns,1,1
2022593,dns,1,1
2022625,dns,1,1
2022631,dns,1,1
2022632,dns,1,1
2022633,dns,1,1
2022648,dns,1,1
2022690,dns,1,1
2022696,dns,1,1
2022739,dns,1,1
2022740,dns,1,1
2022741,dns,1,1
2022742,dns,1,1
2022743,dns,1,1
2022744,dns,1,1
2022745,dns,1,1
2023833,dns,2,1
2023834,dns,2,1
2023835,dns,2,1
2023836,dns,2,1
2023837,dns,2,1
2023838,dns,2,1
2023839,dns,2,1
2023840,dns,2,1
2023841,dns,2,1
2023842,dns,2,1
2023843,dns,2,1
2023844,dns,2,1
2023845,dns,2,1
2023846,dns,2,1
2023847,dns,2,1
2023848,dns,2,1
2023849,dns,2,1
2023850,dns,2,1
2023851,dns,2,1
2023852,dns,2,1
2023853,dns,2,1
2023854,dns,2,1
2023855,dns,2,1
2023856,dns,2,1
2023857,dns,2,1
2023858,dns,2,1
2023859,dns,2,1
2023860,dns,2,1
2023861,dns,2,1
2023862,dns,2,1
2023863,dns,2,1
2023864,dns,2,1
2023865,dns,2,1
2023866,dns,2,1
2023867,dns,2,1
2022136,dns,2,1
2027961,http,22,7
2027962,http,34,10
2027963,http,31,9
2027964,http,20,6
2002365,tcp,3,1
2000559,tcp,2,1
2009643,tcp,7,4
2009644,tcp,7,4
2002900,http,4,0
2002362,http,3,0
2002685,http,3,0
2003086,http,3,0
2003087,http,3,0
2011244,http,2,1
2011286,http,2,1
2010229,http,3,1
2002721,http,3,0
2004556,http,4,0
2010730,http,4,2
2009770,http,8,3
2009771,http,8,3
2009772,http,8,3
2009773,http,8,3
2010038,http,8,3
2009484,http,7,2
2002376,http,3,0
2002377,http,3,0
2010517,http,5,2
2010519,http,5,2
2010521,http,5,2
2010524,http,5,2
2010526,http,5,2
2010970,http,7,3
2001343,http,8,3
2000105,http,2,1
2000106,http,2,1
2002864,http,2,0
2002131,http,5,1
2002132,http,6,1
2002133,http,5,1
2009151,http,4,0
2009288,http,2,1
2010286,http,8,3
2010287,http,8,3
2011040,http,4,0
2003903,http,4,0
2003904,http,5,0
2011015,http,8,3
2011016,http,5,2
2003099,http,3,0
2002844,http,5,2
2011160,http,7,2
2001768,http,2,1
2003616,http,2,1
2011287,http,12,4
2011289,http,2,1
2011291,tcp,5,4
2012151,tcp,2,1
2010457,http,4,3
2012230,http,2,1
2010687,http,8,4
2010863,http,7,4
2011806,http,6,4
2101979,http,3,2
2012708,http,3,1
2101945,http,2,1
2101852,http,2,1
2101857,http,2,1
2101809,http,2,1
2101817,http,4,2
2101818,http,2,1
2101847,http,2,1
2101874,http,2,1
2101738,http,2,1
2012926,http,4,1
2101649,http,2,1
2013002,http,3,2
2013001,http,3,2
2013000,http,3,2
2012999,http,3,2
2012998,http,3,2
2012997,http,3,2
2013014,http,3,2
2013003,http,3,2
2013004,http,3,2
2013005,http,3,2
2013006,http,3,2
2013007,http,3,2
2013008,http,3,2
2013009,http,3,2
2011280,http,2,1
2013049,http,2,1
2013051,http,2,1
2013053,http,2,1
2013057,http,2,1
2013058,http,2,1
2013115,http,3,1
2013365,http,3,2
2101122,http,2,1
2013921,http,2,1
2014017,http,3,2
2014018,http,4,3
2014045,http,3,1
2014046,http,3,1
2010119,http,3,1
2014100,http,10,4
2009677,http,4,2
2102156,http,2,1
2102131,http,2,1
2102073,http,2,1
2102061,tcp,2,1
2102056,http,2,1
2009485,http,2,1
2001365,http,2,1
2014296,http,2,1
2011424,http,2,1
2101519,http,2,1
2101056,http,2,1
2101236,http,2,1
2101237,http,2,1
2101238,tcp,2,1
2101108,http,3,2
2101055,http,2,1
2101145,http,2,1
2101489,http,2,1
2101662,http,2,1
2101129,http,2,1
2101285,http,2,1
2101023,http,2,1
2011467,http,2,1
2011466,http,2,1
2011465,http,2,1
2011464,http,2,1
2101603,http,2,1
2009363,http,4,1
2014886,http,2,1
2014890,http,2,1
2014986,http,4,2
2014987,http,4,2
2015023,http,4,1
2015035,http,7,5
2015480,http,10,4
2002158,http,5,3
2011035,http,5,2
2015518,http,6,2
2015527,http,14,6
2015625,http,4,3
2001342,http,5,3
2101199,tcp,2,1
2101369,http,2,1
2101368,http,2,1
2101328,http,2,1
2101370,http,2,1
2101371,http,2,1
2101332,http,2,1
2101355,http,2,1
2101349,http,2,1
2101350,http,2,1
2100920,tcp,2,1
2100919,tcp,2,1
2100909,tcp,2,1
2100923,tcp,2,1
2101288,http,2,1
2100937,http,2,1
2100952,http,2,1
2100951,http,2,1
2100958,http,2,1
2100959,http,2,1
2100961,http,2,1
2100965,http,2,1
2100994,http,2,1
2100971,http,2,1
2100988,http,2,1
2101016,http,2,1
2100993,http,2,1
2101071,http,2,1
2101156,http,3,1
2101110,http,2,1
2101118,http,2,1
2101403,http,2,1
2101201,http,2,1
2015703,http,2,1
2015481,http,7,2
2002667,http,3,2
2014020,http,6,4
2015749,http,3,1
2015755,http,5,2
2011807,http,6,4
2015811,http,3,2
2015917,http,8,3
2015918,http,2,1
2015919,http,2,1
2015920,http,5,4
2015924,http,5,4
2015925,http,2,1
2015926,http,3,1
2015937,http,4,3
2015953,http,5,4
2011358,http,4,3
2011359,http,4,3
2011360,http,4,3
2011362,http,4,3
2016151,http,2,1
2016152,http,2,1
2016153,http,6,5
2016183,http,3,2
2016182,http,3,2
2016184,http,3,2
2016244,http,2,1
2016245,http,4,3
2016311,http,7,3
2016354,http,5,3
2016415,http,3,1
2016416,http,3,1
2016501,http,2,1
2016516,http,6,3
2016574,http,2,1
2016575,http,2,1
2016576,http,2,1
2016577,http,3,2
2016596,http,2,1
2016641,http,4,2
2016642,http,4,2
2011768,http,4,2
2014140,http,9,3
2016664,http,5,2
2016665,http,5,2
2016666,http,5,2
2016667,http,5,2
2016668,http,5,2
2016669,http,5,2
2016670,http,5,2
2016671,http,5,2
2016672,http,4,2
2016673,http,5,2
2016676,http,5,2
2016677,http,5,2
2016679,http,2,1
2016681,http,4,2
2016682,http,4,2
2016683,http,4,2
2016684,http,2,1
2016674,http,5,2
2016675,http,5,2
2016689,http,2,1
2016760,http,2,1
2016761,http,2,1
2016762,http,2,1
2016788,http,7,3
2016789,http,7,3
2016790,http,7,3
2016792,http,5,3
2014352,http,3,1
2016836,http,3,2
2016841,http,4,3
2016842,http,2,1
2016843,http,2,1
2016845,http,3,1
2016920,http,5,3
2016918,http,5,1
2016936,http,3,1
2016937,http,6,2
2016983,http,3,1
2016977,http,4,1
2016978,http,4,1
2016981,http,4,1
2016982,http,4,1
2016979,http,4,1
2016980,http,4,1
2017010,http,3,1
2017054,http,2,1
2017083,http,2,1
2017085,http,2,1
2017086,http,4,3
2017087,http,2,1
2017088,http,3,2
2017089,http,2,1
2017090,http,2,1
2017091,http,4,1
2017084,http,2,1
2017146,http,4,2
2017147,http,4,2
2017143,http,4,1
2017260,http,8,3
2017293,http,5,2
2017280,http,3,2
2017277,http,4,1
2002865,http,3,1
2017327,http,5,2
2017330,http,5,2
2017337,http,5,2
2017366,http,8,5
2017155,http,9,3
2017156,http,9,3
2017157,http,9,3
2102091,http,7,4
2017390,http,2,1
2017391,http,2,1
2017392,http,5,3
2017393,http,4,3
2017394,http,2,1
2017399,http,5,2
2017400,http,5,2
2017401,http,5,2
2017402,http,5,2
2017403,http,5,2
2017436,http,4,1
2017437,http,4,1
2017438,http,4,1
2017439,http,4,1
2017440,http,4,1
2017441,http,4,1
2017442,http,4,1
2017443,http,4,1
2017444,http,4,1
2017445,http,4,1
2017446,http,4,1
2017447,http,4,1
2017448,http,4,1
2017449,http,4,1
2017604,http,6,2
2017605,http,8,2
2017606,http,8,2
2017607,http,6,2
2017608,http,8,2
2017609,tcp,8,2
2017641,http,6,3
2017684,http,7,4
2017685,http,7,4
2017686,http,5,3
2017687,http,5,3
2017688,http,4,3
2017734,http,4,2
2017803,http,5,4
2017804,http,5,4
2017805,http,5,4
2017806,http,5,4
2017807,http,5,2
2017808,http,2,1
2017820,http,4,1
2017828,tcp,6,3
2017829,tcp,4,2
2017830,tcp,4,2
2017831,tcp,4,2
2017832,tcp,6,3
2017833,tcp,4,2
2017834,tcp,4,2
2017835,tcp,6,3
2017875,http,5,2
2017882,http,5,3
2017951,http,2,1
2017952,http,4,3
2018056,http,6,3
2018092,http,6,4
2018093,http,11,4
2018113,http,8,4
2018118,http,2,1
2015526,http,10,4
2018202,http,3,1
2018203,http,4,2
2018290,http,2,1
2017183,http,6,3
2018369,http,4,3
2018370,http,3,1
2018371,http,5,4
2010162,http,7,3
2018459,http,3,1
2018601,http,4,1
2018602,http,4,1
2018603,http,4,1
2018607,http,4,1
2018740,http,8,2
2006445,http,4,2
2009029,http,2,1
2009799,http,2,1
2010004,http,2,1
2010037,http,4,2
2010281,http,3,1
2010463,http,2,1
2010621,http,2,1
2010667,http,2,1
2010698,http,7,4
2010720,http,2,1
2011174,http,2,1
2011175,http,2,1
2011759,http,2,1
2012116,http,3,1
2012117,http,12,4
2012150,http,2,1
2012286,http,3,2
2012287,http,3,2
2019110,http,3,1
2008207,http,2,1
2019182,http,5,2
2015737,http,6,3
2015984,http,14,5
2016204,http,9,3
2016305,http,4,2
2019234,http,4,1
2019244,http,4,1
2019245,http,4,1
2019246,http,4,1
2019247,http,4,1
2019248,http,4,1
2019249,http,4,1
2019250,http,4,1
2019251,http,4,1
2019252,http,4,1
2019253,http,4,1
2019254,http,4,1
2019255,http,4,1
2019256,http,4,1
2019257,http,4,1
2019258,http,4,1
2019259,http,4,1
2019260,http,4,1
2019261,http,4,1
2019262,http,4,1
2019263,http,4,1
2019264,http,4,1
2019265,http,4,1
2019266,http,4,1
2019267,http,4,1
2019269,http,4,1
2019270,http,4,1
2019271,http,4,1
2019272,http,4,1
2019273,http,4,1
2019268,http,4,1
2019291,http,3,1
2019292,http,3,1
2019308,http,4,1
2019309,http,4,1
2019310,http,4,1
2019314,http,3,1
2019285,http,3,1
2019231,http,4,1
2019232,http,3,1
2019233,http,4,1
2019236,tcp,4,1
2019239,http,2,1
2019241,http,4,1
2006447,http,6,2
2019460,http,3,1
2019526,http,2,1
2100139,http,3,1
2101877,http,2,1
2018495,http,14,5
2019748,http,10,7
2019749,http,11,9
2019804,http,5,3
2019880,http,2,1
2019899,http,13,6
2019900,tcp,10,4
2013939,http,2,1
2013940,http,2,1
2013941,http,2,1
2013944,http,2,1
2013945,http,2,1
2013937,http,2,1
2019951,http,3,2
2019957,http,8,6
2020097,http,2,1
2020096,http,2,1
2020102,http,6,3
2010513,http,6,3
2020323,http,5,1
2020338,http,4,1
2020555,http,9,3
2020556,http,9,3
2020557,http,12,5
2020572,http,5,3
2010920,http,5,3
2020648,tcp,15,5
2020912,http,5,2
2021138,http,3,1
2017821,http,4,1
2017822,http,4,1
2016680,http,10,5
2010623,http,4,1
2002777,http,4,2
2022028,tcp,5,2
2017389,http,7,3
2022260,http,7,3
2022295,http,6,4
2022359,http,5,3
2022348,http,6,3
2022485,http,5,1
2017174,http,6,2
2017175,http,4,2
2017176,http,6,2
2022596,http,3,1
2022791,http,8,3
2022792,http,5,2
2022793,http,5,2
2022794,http,5,2
2022789,http,4,1
2022790,http,5,2
2014103,http,6,2
2022846,http,3,2
2022847,http,3,2
2022848,http,4,2
2022849,http,4,2
2022860,http,3,2
2022912,http,6,4
2011290,http,6,4
2010794,http,4,2
2023143,http,3,2
2023231,tcp,3,1
2023232,tcp,3,1
2023233,tcp,3,1
2023234,tcp,3,1
2023535,http,9,3
2016935,http,6,2
2017640,http,6,2
2013943,http,2,1
2013942,http,2,1
2024107,http,3,1
2011243,http,2,1
2011285,http,2,1
2017528,http,3,1
2024759,http,4,1
2024760,http,3,1
2024930,http,5,2
2010515,http,7,3
2024265,http,5,2
2010963,http,4,2
2009714,http,2,1
2022816,http,6,2
2011037,http,5,2
2010592,http,2,1
2011141,http,2,1
2009362,http,2,1
2017134,http,6,3
2013938,http,2,1
2025593,http,2,1
2025594,http,2,1
2026337,http,6,2
2026338,http,6,2
2026336,http,10,4
2019627,http,2,1
2026719,http,5,4
2026552,http,5,4
2027341,http,7,3
2027393,http,9,4
2026731,http,6,3
2027433,http,11,4
2027514,http,2,1
2027896,http,5,3
2011145,http,5,3
2010462,http,6,4
2009715,http,2,1
2010460,http,3,1
2009361,http,2,1
2010919,http,5,3
2010593,http,2,1
2009815,http,3,2
2009816,http,4,2
2009817,http,3,2
2009818,http,4,2
2009819,http,3,2
2009820,http,3,2
2009822,http,3,2
2009823,http,5,3
2011142,http,2,1
2011143,http,2,1
2011144,http,2,1
2009152,http,4,2
2009153,http,4,2
2009155,http,4,2
2006443,http,4,2
2006444,http,4,2
2008175,http,2,1
2008176,http,2,1
2008467,http,4,3
2010084,http,3,1
2010085,http,3,1
2010086,http,3,1
2010964,http,5,3
2010965,http,4,2
2010966,http,4,2
2010967,http,4,2
2011039,http,4,2
2011041,http,4,2
2011042,http,4,2
2011122,http,3,1
2011073,http,4,2
2011763,http,4,2
2008171,http,10,5
2010379,http,9,5
2010380,http,7,5
2009670,http,6,3
2010704,http,9,5
2010864,http,11,5
2010159,http,5,3
2009678,tcp,3,1
2010622,http,5,4
2009955,http,4,2
2009949,http,4,2
2009950,http,4,2
2009951,http,4,2
2009952,http,4,2
2009953,http,4,2
2010820,http,4,2
2010284,http,4,2
2010285,http,4,2
2006446,http,4,2
2016992,http,3,2
2023229,dns,2,1
2023227,dns,2,1
2023228,dns,2,1
2023230,dns,2,1
2010602,tcp,6,4
2004585,tcp,4,0
2010361,tcp,4,0
2011697,tcp,14,6
2010099,tcp,6,1
2008922,tcp,6,1
2003694,tcp,3,0
2003894,tcp,5,0
2003895,tcp,4,0
2003896,tcp,4,0
2009333,tcp,6,1
2002702,tcp,3,0
2003741,tcp,4,0
2003878,tcp,5,0
2009164,tcp,6,1
2011108,tcp,10,5
2011109,tcp,10,5
2011110,tcp,10,5
2011111,tcp,10,5
2011112,tcp,10,5
2009459,tcp,6,1
2009460,tcp,6,1
2006528,tcp,5,0
2006529,tcp,5,0
2006530,tcp,5,0
2006531,tcp,5,0
2006532,tcp,5,0
2006533,tcp,5,0
2006534,tcp,5,0
2006535,tcp,5,0
2006536,tcp,5,0
2006537,tcp,5,0
2006538,tcp,5,0
2006539,tcp,5,0
2006540,tcp,5,0
2006541,tcp,5,0
2006542,tcp,5,0
2006543,tcp,5,0
2006544,tcp,5,0
2006545,tcp,5,0
2009871,tcp,6,1
2009872,tcp,6,1
2009873,tcp,6,1
2001928,tcp,3,1
2001929,tcp,3,1
2002070,tcp,3,0
2002731,tcp,4,0
2010890,tcp,8,1
2010891,tcp,13,5
2010892,tcp,10,1
2010893,tcp,24,16
2010894,tcp,11,4
2010895,tcp,11,4
2010898,tcp,8,1
2010899,tcp,6,1
2010900,tcp,6,1
2003879,tcp,5,0
2003880,tcp,5,0
2003742,tcp,4,0
2003743,tcp,4,0
2003744,tcp,4,0
2003745,tcp,4,0
2003372,tcp,3,0
2003740,tcp,4,0
2010095,tcp,6,1
2003805,tcp,6,0
2003806,tcp,6,0
2003807,tcp,6,0
2003808,tcp,6,0
2003809,tcp,6,0
2003810,tcp,6,0
2003811,tcp,6,0
2003812,tcp,6,0
2003813,tcp,6,0
2003814,tcp,6,0
2003815,tcp,6,0
2003816,tcp,6,0
2003730,tcp,4,0
2003731,tcp,4,0
2003732,tcp,4,0
2003733,tcp,4,0
2008962,tcp,6,1
2002314,tcp,3,0
2003735,tcp,4,0
2008874,tcp,9,1
2001218,tcp,5,0
2002800,tcp,4,0
2002898,tcp,3,0
2003693,tcp,4,0
2002837,tcp,4,1
2004606,tcp,5,0
2004607,tcp,5,0
2004608,tcp,5,0
2004609,tcp,5,0
2004610,tcp,5,0
2004611,tcp,5,0
2004582,tcp,5,0
2003660,tcp,4,0
2003661,tcp,4,0
2003662,tcp,4,0
2003663,tcp,4,0
2003664,tcp,4,0
2003665,tcp,4,0
2003666,tcp,4,0
2003667,tcp,4,0
2003668,tcp,4,0
2003681,tcp,4,0
2004089,tcp,5,0
2004090,tcp,5,0
2004091,tcp,5,0
2004092,tcp,5,0
2004093,tcp,5,0
2004094,tcp,5,0
2009415,tcp,6,1
2008871,tcp,6,1
2008899,tcp,6,1
2002331,tcp,3,1
2002815,tcp,4,1
2003914,tcp,5,0
2009898,tcp,6,1
2009736,tcp,6,2
2009737,tcp,6,2
2004587,tcp,5,0
2004588,tcp,5,0
2004589,tcp,5,0
2004590,tcp,5,0
2009502,tcp,6,1
2009504,tcp,6,1
2009723,tcp,6,1
2004571,tcp,5,0
2009788,tcp,6,1
2009101,tcp,6,1
2009059,tcp,6,1
2009060,tcp,6,1
2009062,tcp,6,1
2009466,tcp,6,1
2009467,tcp,6,1
2009468,tcp,6,1
2003872,tcp,5,0
2003873,tcp,5,0
2003829,tcp,6,0
2003830,tcp,6,0
2003831,tcp,6,0
2003832,tcp,6,0
2003833,tcp,6,0
2003834,tcp,6,0
2009018,tcp,6,1
2004660,tcp,5,0
2004661,tcp,5,0
2004662,tcp,5,0
2004663,tcp,5,0
2004664,tcp,5,0
2004665,tcp,5,0
2003871,tcp,5,0
2003817,tcp,7,0
2003818,tcp,7,0
2003819,tcp,7,0
2003820,tcp,7,0
2003821,tcp,7,0
2003822,tcp,7,0
2003858,tcp,5,0
2003859,tcp,5,0
2003860,tcp,4,0
2003861,tcp,5,0
2003862,tcp,6,0
2003863,tcp,6,0
2009653,tcp,6,1
2009654,tcp,6,1
2009656,tcp,6,1
2004116,tcp,5,0
2004117,tcp,5,0
2004118,tcp,5,0
2004119,tcp,5,0
2004120,tcp,5,0
2004121,tcp,5,0
2003922,tcp,5,0
2009123,tcp,6,1
2003852,tcp,6,0
2003853,tcp,6,0
2003854,tcp,6,0
2003855,tcp,6,0
2003856,tcp,6,0
2003857,tcp,6,0
2003746,tcp,4,0
2008996,tcp,6,1
2005518,tcp,5,0
2005519,tcp,5,0
2005520,tcp,5,0
2005521,tcp,5,0
2005522,tcp,5,0
2005523,tcp,5,0
2005524,tcp,5,0
2005525,tcp,5,0
2005527,tcp,5,0
2005528,tcp,5,0
2005529,tcp,5,0
2005530,tcp,5,0
2005531,tcp,5,0
2005532,tcp,5,0
2005533,tcp,5,0
2005534,tcp,5,0
2005535,tcp,5,0
2005536,tcp,5,0
2005537,tcp,5,0
2005538,tcp,5,0
2005539,tcp,5,0
2005540,tcp,5,0
2005541,tcp,5,0
2009180,tcp,6,1
2003881,tcp,5,0
2004379,tcp,5,0
2004380,tcp,5,0
2004381,tcp,5,0
2004382,tcp,5,0
2004383,tcp,5,0
2004384,tcp,5,0
2009138,tcp,6,3
2003705,tcp,3,0
2003706,tcp,3,0
2003707,tcp,3,0
2003708,tcp,3,0
2003709,tcp,3,0
2003710,tcp,3,0
2003711,tcp,3,0
2003712,tcp,3,0
2003715,tcp,3,0
2003713,tcp,3,0
2003714,tcp,3,0
2003867,tcp,3,0
2005567,tcp,5,0
2005568,tcp,5,0
2005569,tcp,5,0
2005571,tcp,5,0
2005572,tcp,5,0
2003902,tcp,4,0
2004575,tcp,5,0
2003669,tcp,4,0
2009663,tcp,6,1
2004558,tcp,5,0
2003678,tcp,4,0
2008934,tcp,9,1
2003687,tcp,4,0
2003688,tcp,4,0
2003689,tcp,4,0
2003917,tcp,5,0
2003888,tcp,5,0
2003889,tcp,5,0
2003890,tcp,5,0
2003891,tcp,5,0
2003892,tcp,5,0
2003893,tcp,5,0
2002662,tcp,3,0
2008872,tcp,8,1
2010126,tcp,6,1
2003692,tcp,4,0
2004573,tcp,5,0
2002899,tcp,3,0
2002902,tcp,3,0
2003671,tcp,4,0
2009587,tcp,7,4
2009588,tcp,6,3
2009589,tcp,5,3
2009877,tcp,6,1
2003993,tcp,5,0
2003994,tcp,5,0
2003995,tcp,5,0
2003996,tcp,5,0
2003997,tcp,5,0
2008826,tcp,6,1
2009307,tcp,6,1
2009309,tcp,6,1
2009311,tcp,6,1
2009313,tcp,6,1
2003520,tcp,3,0
2011723,tcp,10,5
2011724,tcp,6,3
2004754,tcp,5,0
2004755,tcp,5,0
2004756,tcp,5,0
2004757,tcp,5,0
2004758,tcp,5,0
2004759,tcp,5,0
2010092,tcp,6,1
2010093,tcp,6,1
2010094,tcp,6,1
2008935,tcp,6,1
2003696,tcp,4,0
2003916,tcp,5,0
2004574,tcp,5,0
2003508,tcp,4,0
2003685,tcp,4,0
2003686,tcp,4,0
2003885,tcp,3,0
2009925,tcp,6,1
2009927,tcp,6,1
2003516,tcp,4,0
2003517,tcp,4,0
2009190,tcp,6,1
2003739,tcp,4,0
2010945,tcp,7,3
2010946,tcp,6,3
2001238,tcp,3,2
2009693,tcp,6,3
2003981,tcp,5,0
2003982,tcp,5,0
2003983,tcp,5,0
2003984,tcp,5,0
2003985,tcp,5,0
2003986,tcp,5,0
2004557,tcp,5,0
2008966,tcp,6,1
2008967,tcp,6,1
2008968,tcp,6,1
2008969,tcp,6,1
2008970,tcp,6,1
2009367,tcp,6,1
2009874,tcp,6,1
2006951,tcp,5,0
2006952,tcp,5,0
2006953,tcp,5,0
2006954,tcp,5,0
2006955,tcp,5,0
2006956,tcp,5,0
2006957,tcp,5,0
2006958,tcp,5,0
2006960,tcp,5,0
2006961,tcp,5,0
2006962,tcp,5,0
2006963,tcp,5,0
2006964,tcp,5,0
2006965,tcp,5,0
2006966,tcp,5,0
2006967,tcp,5,0
2006968,tcp,5,0
2009435,tcp,6,1
2003056,tcp,4,1
2009225,tcp,6,1
2003875,tcp,5,0
2009188,tcp,6,1
2003718,tcp,4,0
2003719,tcp,4,0
2003720,tcp,4,0
2003721,tcp,4,0
2003722,tcp,4,0
2003723,tcp,4,0
2003724,tcp,4,0
2003725,tcp,4,0
2003747,tcp,4,0
2010191,tcp,6,1
2010192,tcp,6,1
2010193,tcp,6,1
2003684,tcp,5,0
2004469,tcp,5,0
2004470,tcp,5,0
2004471,tcp,5,0
2004472,tcp,5,0
2004473,tcp,5,0
2004474,tcp,4,0
2004475,tcp,5,0
2004476,tcp,5,0
2004477,tcp,5,0
2004478,tcp,5,0
2004479,tcp,5,0
2009501,tcp,7,2
2003698,tcp,4,0
2003699,tcp,4,0
2003700,tcp,4,0
2003701,tcp,4,0
2004552,tcp,5,0
2009397,tcp,6,1
2003782,tcp,6,0
2003783,tcp,6,0
2003784,tcp,6,0
2003785,tcp,6,0
2003786,tcp,6,0
2003787,tcp,6,0
2009321,tcp,6,1
2003167,tcp,3,0
2009416,tcp,6,1
2003874,tcp,4,0
2004881,tcp,5,0
2004882,tcp,5,0
2004883,tcp,5,0
2004884,tcp,5,0
2004885,tcp,5,0
2004886,tcp,5,0
2003670,tcp,4,0
2011555,tcp,6,1
2011378,tcp,7,5
2011380,tcp,7,5
2011381,tcp,7,5
2011382,tcp,7,5
2011383,tcp,4,2
2011384,tcp,5,3
2011385,tcp,7,5
2004132,tcp,5,3
2004133,tcp,5,3
2004134,tcp,5,3
2004135,tcp,5,3
2004136,tcp,5,3
2004137,tcp,5,3
2004138,tcp,5,3
2004139,tcp,5,3
2004647,tcp,5,3
2004648,tcp,5,3
2004649,tcp,5,3
2004650,tcp,5,3
2004651,tcp,5,3
2004652,tcp,5,3
2005304,tcp,5,3
2005305,tcp,5,3
2005306,tcp,5,3
2005307,tcp,5,3
2005308,tcp,5,3
2005309,tcp,5,3
2005310,tcp,5,3
2005187,tcp,5,3
2005188,tcp,5,3
2005189,tcp,5,3
2005190,tcp,5,3
2005191,tcp,5,3
2004313,tcp,5,3
2004314,tcp,5,3
2004315,tcp,5,3
2004316,tcp,5,3
2004318,tcp,5,3
2004317,tcp,5,3
2009838,tcp,5,3
2009839,tcp,5,3
2009840,tcp,5,3
2009841,tcp,5,3
2009842,tcp,5,3
2009843,tcp,5,3
2009844,tcp,5,3
2006609,tcp,6,0
2006611,tcp,6,0
2006612,tcp,6,0
2006614,tcp,5,0
2009845,tcp,5,3
2009846,tcp,5,3
2005949,tcp,5,3
2005950,tcp,5,3
2005951,tcp,5,3
2005952,tcp,5,3
2005953,tcp,5,3
2005954,tcp,5,3
2003764,tcp,6,3
2003765,tcp,6,4
2003766,tcp,6,4
2003767,tcp,6,4
2003768,tcp,6,4
2003769,tcp,6,4
2002100,tcp,3,1
2004253,tcp,5,3
2004254,tcp,5,3
2004255,tcp,5,3
2004256,tcp,5,3
2004257,tcp,5,3
2004258,tcp,5,3
2009058,tcp,8,6
2006455,tcp,5,3
2006456,tcp,5,3
2006457,tcp,5,3
2006458,tcp,5,3
2006459,tcp,5,3
2006460,tcp,5,3
2005955,tcp,5,3
2005956,tcp,5,3
2005957,tcp,5,3
2005958,tcp,5,3
2005959,tcp,5,3
2005960,tcp,5,3
2005961,tcp,5,3
2005962,tcp,5,3
2005963,tcp,5,3
2005964,tcp,5,3
2005965,tcp,5,3
2005966,tcp,5,3
2011214,http,5,3
2011794,tcp,7,5
2011666,http,5,3
2011167,http,5,3
2010196,http,7,5
2004059,http,5,3
2004060,http,5,3
2004061,http,5,3
